facility_code,facility_name,state,total_volume,betweenness_centrality,pagerank,clustering_coefficient,in_degree,out_degree,weighted_in_degree,weighted_out_degree,avg_out_delay,median_out_delay,pct_delayed_out,avg_in_delay,pct_delayed_in,norm_betweenness,norm_delay,norm_volume,bottleneck_score,bottleneck_rank,outgoing_breach_impact,incoming_breach_impact,total_breach_impact,sla_contribution_pct
IND845418AAB,Dhaka_PchpkrRD_D (Bihar),Bihar,29,0.0,0.000441,1.0,2,2,15,14,2.062,2.114,1.0,2.552,1.0,0.0,1.0,0.01407035175879397,0.40422110552763824,370,14.0,15.0,29.0,0.12567169353440805
IND695101AAB,Attingal_Central_D_2 (Kerala),Kerala,42,0.000421,0.000321,0.3333,2,2,21,21,2.139,1.667,0.905,1.488,0.476,0.0019105187444125268,0.905,0.020603015075376884,0.36875406014593687,1107,19.0,10.0,29.0,0.12567169353440805
IND342301AAA,Phalodi_PalikDPP_D (Rajasthan),Rajasthan,30,0.001611,0.00056,0.5,4,1,16,14,3.789,1.823,1.0,1.945,0.938,0.0073107973806379595,1.0,0.01457286432160804,0.40656509851067385,152,14.0,15.0,29.0,0.12567169353440805
IND524132AAA,Venktagiri_TirupthiRd_D (Andhra Pradesh),Andhra Pradesh,29,3e-06,0.000643,0.0,1,1,15,14,2.041,1.947,1.0,2.245,1.0,1.3614147822417056e-05,1.0,0.01407035175879397,0.40422518977198496,368,14.0,15.0,29.0,0.12567169353440805
IND410209AAA,Mumbai_Khandeshwar_Dc (Maharashtra),Maharashtra,40,0.0,0.000763,0.0,1,0,40,0,0.0,0.0,0.0,2.277,0.725,0.0,0.0,0.019597989949748745,0.005879396984924623,1485,0.0,29.0,29.0,0.12567169353440805
IND400072AAA,Mumbai_Tejpal_M (Maharashtra),Maharashtra,30,0.0,0.000363,0.0,1,1,29,1,2.667,2.667,1.0,3.451,0.966,0.0,1.0,0.01457286432160804,0.40437185929648245,354,1.0,28.0,29.0,0.12567169353440805
IND742148AAA,Lalgola_KrsprDPP_D (West Bengal),West Bengal,30,0.0,0.000207,1.0,1,1,14,16,5.823,4.0,1.0,2.826,0.929,0.0,1.0,0.01457286432160804,0.40437185929648245,353,16.0,13.0,29.0,0.12567169353440805
IND385535AAA,Deesa_HawaiPlr_DC (Gujarat),Gujarat,31,0.000403,0.000574,1.0,1,1,14,17,2.496,2.0,0.882,2.666,1.0,0.0018288338574780243,0.882,0.01507537688442211,0.35787126322257007,1151,15.0,14.0,29.0,0.12567169353440805
IND246424AAA,Chamoli_CGRoad_D (Uttarakhand),Uttarakhand,31,0.0,0.000971,1.0,1,1,15,16,2.283,1.344,0.875,1.407,1.0,0.0,0.875,0.01507537688442211,0.3545226130653267,1158,14.0,15.0,29.0,0.12567169353440805
IND244715AAA,Ramnagar_BhwniGnj_D (Uttarakhand),Uttarakhand,34,0.000405,0.000668,1.0,2,2,17,17,1.719,1.5,0.706,2.683,1.0,0.0018379099560263024,0.706,0.016582914572864323,0.2879262473586672,1315,12.0,17.0,29.0,0.12567169353440805
IND472001AAA,Tikamgarh_MndiRoad_D (Madhya Pradesh),Madhya Pradesh,30,0.00121,0.000852,0.3333,2,2,11,19,5.209,4.4,1.0,1.966,0.909,0.005491039621708212,1.0,0.01457286432160804,0.4060191711829949,191,19.0,10.0,29.0,0.12567169353440805
IND431515AAA,Parli_JirgeNgr_D (Maharashtra),Maharashtra,30,0.003214,0.000659,0.0,1,1,16,14,3.021,2.933,1.0,2.432,0.938,0.014585290367082806,1.0,0.01457286432160804,0.4087474464066073,89,14.0,15.0,29.0,0.12567169353440805
IND411017AAA,PNQ Rahatani DPC (Maharashtra),Maharashtra,35,0.0,0.000768,0.0,1,1,33,2,2.225,2.225,1.0,2.238,0.818,0.0,1.0,0.017085427135678392,0.4051256281407035,274,2.0,27.0,29.0,0.12567169353440805
IND412105AAC,Pune_North_D_3 (Maharashtra),Maharashtra,35,0.0,0.000768,0.0,1,1,2,33,2.238,2.0,0.818,2.225,1.0,0.0,0.818,0.017085427135678392,0.3323256281407035,1224,27.0,2.0,29.0,0.12567169353440805
IND607801AAA,Neyveli_NJVNgr_D (Tamil Nadu),Tamil Nadu,29,0.001617,0.000629,0.0,1,1,14,15,2.586,2.333,0.933,2.606,1.0,0.0073380256762827925,0.933,0.01407035175879397,0.3796225132305231,1043,14.0,14.0,28.0,0.12133818686080777
IND413709AAA,Shrirampur_DavkharRd_D (Maharashtra),Maharashtra,31,0.000808,0.000552,0.6,4,3,14,17,2.813,2.167,0.882,3.803,0.929,0.003666743813504327,0.882,0.01507537688442211,0.3584226362093779,1147,15.0,13.0,28.0,0.12133818686080777
IND641664AAA,Tirpur_Palladam_DC (Tamil Nadu),Tamil Nadu,30,1.7e-05,0.000596,0.3333,2,1,15,15,1.931,1.75,1.0,1.965,0.867,7.714683766036331e-05,1.0,0.01457286432160804,0.40439500334778056,348,15.0,13.0,28.0,0.12133818686080777
IND614809AAA,Pushpavanam_Thmpulam_D (Tamil Nadu),Tamil Nadu,34,0.000403,0.000834,1.0,1,1,17,17,3.95,1.889,0.647,3.063,1.0,0.0018288338574780243,0.647,0.016582914572864323,0.26432352452910274,1361,11.0,17.0,28.0,0.12133818686080777
IND466001AAA,Sehore_Mangalam_D (Madhya Pradesh),Madhya Pradesh,29,0.000405,0.000519,1.0,1,1,14,15,1.845,1.714,0.933,4.91,1.0,0.0018379099560263024,0.933,0.01407035175879397,0.37797247851444615,1053,14.0,14.0,28.0,0.12133818686080777
IND283203AAA,Firozabad_Sudmpuri_D (Uttar Pradesh),Uttar Pradesh,28,0.000432,0.000665,0.6667,2,2,14,14,2.249,2.054,1.0,2.827,1.0,0.001960437286428056,1.0,0.013567839195979899,0.4046584829447224,324,14.0,14.0,28.0,0.12133818686080777
IND473331AAA,Ashokngr_Bypassrd_D (Madhya Pradesh),Madhya Pradesh,28,0.000404,0.00037,1.0,1,1,11,17,7.654,3.333,1.0,2.483,1.0,0.0018333719067521635,1.0,0.013567839195979899,0.40462036333081963,326,17.0,11.0,28.0,0.12133818686080777
IND723202AAA,Jhalda_GMukrDPP_D (West Bengal),West Bengal,28,0.002812,0.00079,0.0,1,1,14,14,4.542,2.9,1.0,1.801,1.0,0.01276099455887892,1.0,0.013567839195979899,0.40789865012645765,107,14.0,14.0,28.0,0.12133818686080777
IND246174AAA,SrinagarUK_Srikot_D (Uttarakhand),Uttarakhand,36,0.000813,0.00105,0.3333,2,1,20,16,1.345,1.281,0.625,2.442,0.9,0.003689434059875022,0.625,0.017587939698492462,0.2563832121275102,1365,10.0,18.0,28.0,0.12133818686080777
IND607106AAA,Panruti_GandhiRd_D (Tamil Nadu),Tamil Nadu,28,0.001619,0.000601,0.0,1,1,14,14,2.606,2.4,1.0,3.573,1.0,0.007347101774831071,1.0,0.013567839195979899,0.4062744822912433,173,14.0,14.0,28.0,0.12133818686080777
IND571432AAB,Nagamangala_MandyaRD_D (Karnataka),Karnataka,29,0.0,0.000514,1.0,1,1,12,17,1.661,1.5,0.941,1.761,1.0,0.0,0.941,0.01407035175879397,0.3806211055276382,1036,16.0,12.0,28.0,0.12133818686080777
IND523316AAB,Markapur_VidyaNgr_D (Andhra Pradesh),Andhra Pradesh,28,0.001213,0.000414,0.3333,2,1,14,14,2.169,1.943,1.0,1.456,1.0,0.00550465376953063,1.0,0.013567839195979899,0.40572174788965315,221,14.0,14.0,28.0,0.12133818686080777
IND201304AAA,Noida_Sec-83_DC (Uttar Pradesh),Uttar Pradesh,31,0.0,0.000642,1.0,2,1,13,18,2.219,2.184,0.833,2.97,1.0,0.0,0.833,0.01507537688442211,0.33772261306532664,1200,15.0,13.0,28.0,0.12133818686080777
IND521001AAA,Machilipatnam_DC (Andhra Pradesh),Andhra Pradesh,28,0.000808,0.000675,0.6667,2,2,20,8,1.691,1.69,1.0,2.569,1.0,0.003666743813504327,1.0,0.013567839195979899,0.40517037490284524,265,8.0,20.0,28.0,0.12133818686080777
IND560067AAC,Bengaluru_Kadugodi_D (Karnataka),Karnataka,28,0.0,0.000245,0.0,1,1,8,20,2.747,2.708,1.0,4.431,1.0,0.0,1.0,0.013567839195979899,0.40407035175879397,385,20.0,8.0,28.0,0.12133818686080777
IND606003AAA,Virudhchlm_SelamRd_D (Tamil Nadu),Tamil Nadu,29,0.001615,0.000649,0.0,1,1,15,14,1.995,1.817,1.0,2.586,0.933,0.007328949577734514,1.0,0.01407035175879397,0.4064197904009586,165,14.0,14.0,28.0,0.12133818686080777
IND382421AAA,Gandhinagar_DC (Gujarat),Gujarat,36,0.000405,0.000439,1.0,1,2,7,29,3.817,1.75,0.724,4.094,1.0,0.0018379099560263024,0.724,0.017587939698492462,0.29542775489635564,1310,21.0,7.0,28.0,0.12133818686080777
IND522647AAA,Vinukonda_Kothapet_D (Andhra Pradesh),Andhra Pradesh,33,0.001211,0.000468,0.0,1,1,14,19,1.401,1.238,0.737,2.169,1.0,0.005495577670982352,0.737,0.016080402010050253,0.3012727939043098,1297,14.0,14.0,28.0,0.12133818686080777
IND416510AAA,Sawantwadi_LaxmiNgr_D (Maharashtra),Maharashtra,34,0.001214,0.000676,0.0,2,2,14,20,2.121,2.028,0.7,4.214,1.0,0.005509191818804769,0.7,0.016582914572864323,0.2866276319175007,1317,14.0,14.0,28.0,0.12133818686080777
IND638657AAA,Dharapuram_Techrcly_D (Tamil Nadu),Tamil Nadu,31,1.7e-05,0.000622,0.0,1,1,15,16,2.68,1.583,0.812,1.931,1.0,7.714683766036331e-05,0.812,0.01507537688442211,0.3293457571166248,1234,13.0,15.0,28.0,0.12133818686080777
IND524003AAA,Nellore_DC (Andhra Pradesh),Andhra Pradesh,28,0.0,0.000327,1.0,1,1,14,14,3.033,2.436,1.0,1.657,1.0,0.0,1.0,0.013567839195979899,0.40407035175879397,386,14.0,14.0,28.0,0.12133818686080777
IND825301AAA,Hazaribag_BodomBzr_DC (Jharkhand),Jharkhand,28,0.000808,0.000409,0.0,1,1,14,14,5.529,4.65,1.0,1.59,1.0,0.003666743813504327,1.0,0.013567839195979899,0.40517037490284524,264,14.0,14.0,28.0,0.12133818686080777
IND829122AAA,Ramgarh_HotelPrk_D (Jharkhand),Jharkhand,28,0.00081,0.000345,0.0,1,1,14,14,1.59,1.588,1.0,3.21,1.0,0.0036758199120526048,1.0,0.013567839195979899,0.4051730977324097,263,14.0,14.0,28.0,0.12133818686080777
IND627657AAA,Thisayanvilai_UdnkdiRD_D (Tamil Nadu),Tamil Nadu,33,6e-06,0.000592,0.0,1,1,17,16,1.692,1.333,0.75,1.627,0.941,2.7228295644834112e-05,0.75,0.016080402010050253,0.30483228909170856,1287,12.0,16.0,28.0,0.12133818686080777
IND518102AAA,Srisailam_Sishumdr_D (Andhra Pradesh),Andhra Pradesh,28,0.000806,0.000573,0.0,1,1,14,14,6.198,6.436,1.0,2.135,1.0,0.0036576677149560487,1.0,0.013567839195979899,0.40516765207328076,266,14.0,14.0,28.0,0.12133818686080777
IND622407AAA,Ponnamaravathi_Puduvalvu_D (Tamil Nadu),Tamil Nadu,28,1e-06,0.000429,0.0,1,1,14,14,1.764,1.422,1.0,1.558,1.0,4.538049274139019e-06,1.0,0.013567839195979899,0.4040717131735762,383,14.0,14.0,28.0,0.12133818686080777
IND723101AAA,Purulia_GariDPP_D (West Bengal),West Bengal,29,0.002815,0.000793,0.0,1,1,15,14,1.801,1.633,1.0,5.746,0.933,0.012774608706701336,1.0,0.01407035175879397,0.40805348813964865,100,14.0,14.0,28.0,0.12133818686080777
IND825409AAA,JhumriTlya_RadhaCpx_D (Jharkhand),Jharkhand,28,0.000806,0.000464,0.0,1,1,14,14,1.974,2.022,1.0,5.529,1.0,0.0036576677149560487,1.0,0.013567839195979899,0.40516765207328076,267,14.0,14.0,28.0,0.12133818686080777
IND466116AAA,Ashta_ShantiNg_D (Madhya Pradesh),Madhya Pradesh,28,0.000403,0.000557,1.0,1,1,15,13,2.574,2.2,1.0,1.845,0.933,0.0018288338574780243,1.0,0.013567839195979899,0.4046190019160374,327,13.0,14.0,27.0,0.1170046801872075
IND206001AAA,Etawah_MhraChng_D (Uttar Pradesh),Uttar Pradesh,39,0.000403,0.000614,0.0,1,1,19,20,1.606,1.667,0.6,1.197,0.789,0.0018288338574780243,0.6,0.019095477386934675,0.2462772933733238,1372,12.0,15.0,27.0,0.1170046801872075
IND515671AAA,Dharmavram_SaiNgr_D (Andhra Pradesh),Andhra Pradesh,27,0.002828,0.000492,0.3333,1,2,13,14,1.816,1.786,1.0,4.232,1.0,0.012833603347265144,1.0,0.01306532663316583,0.4077696789941293,113,14.0,13.0,27.0,0.1170046801872075
IND614616AAA,Aranthangi_HsptlRod_D (Tamil Nadu),Tamil Nadu,32,2e-06,0.000298,0.0,1,1,16,16,2.349,2.0,1.0,1.958,0.688,9.076098548278037e-06,1.0,0.015577889447236181,0.40467608966373536,315,16.0,11.0,27.0,0.1170046801872075
IND673506AAA,Kallachi_ZamQuatr_D (Kerala),Kerala,34,0.001221,0.000532,0.0,1,1,17,17,1.465,1.429,0.941,1.675,0.647,0.005540958163723742,0.941,0.016582914572864323,0.3830371618209764,1023,16.0,11.0,27.0,0.1170046801872075
IND581119AAB,Ukkadagatri_Tuminkte_D (Karnataka),Karnataka,30,0.000806,0.0006,1.0,1,1,16,14,1.603,1.5,1.0,2.523,0.812,0.0036576677149560487,1.0,0.01457286432160804,0.40546915961096924,238,14.0,13.0,27.0,0.1170046801872075
IND388220AAA,Umreth_Dakor_DC (Gujarat),Gujarat,29,0.000403,0.000942,1.0,2,1,15,14,4.67,2.5,0.857,2.598,1.0,0.0018288338574780243,0.857,0.01407035175879397,0.34756975568488163,1180,12.0,15.0,27.0,0.1170046801872075
IND341510AAB,Merta_Central_DPP_1 (Rajasthan),Rajasthan,27,0.001611,0.000674,0.3333,2,1,13,14,2.072,2.042,1.0,2.15,1.0,0.0073107973806379595,1.0,0.01306532663316583,0.40611283720414115,183,14.0,13.0,27.0,0.1170046801872075
IND362560AAA,Una_Mamlatdr_DC (Gujarat),Gujarat,28,1.6e-05,0.000817,0.0,1,1,17,11,5.069,4.0,1.0,2.38,0.941,7.26087883862243e-05,1.0,0.013567839195979899,0.40409213439530983,381,11.0,16.0,27.0,0.1170046801872075
IND322230AAA,Hindaun_MndwrRod_D (Rajasthan),Rajasthan,30,2.7e-05,0.000489,0.0,1,1,16,14,3.834,1.944,1.0,3.05,0.812,0.0001225273304017535,1.0,0.01457286432160804,0.404408617495603,347,14.0,13.0,27.0,0.1170046801872075
IND624001AAA,Dindigul_Central_D_1 (Tamil Nadu),Tamil Nadu,33,2e-05,0.000305,0.2,2,3,11,22,1.985,1.652,0.773,2.429,0.909,9.076098548278037e-05,0.773,0.016080402010050253,0.31405134889865993,1273,17.0,10.0,27.0,0.1170046801872075
IND423601AAA,Kopargaon_NkshtrPz_D (Maharashtra),Maharashtra,29,0.000402,0.000568,0.5,3,2,14,15,2.839,2.0,0.933,3.153,0.929,0.0018242958082038856,0.933,0.01407035175879397,0.37796839427009943,1054,14.0,13.0,27.0,0.1170046801872075
IND508213AAB,Suryapet_Krishna_D (Telangana),Telangana,28,0.0,0.000476,1.0,1,1,14,14,1.694,1.538,1.0,1.954,0.929,0.0,1.0,0.013567839195979899,0.40407035175879397,384,14.0,13.0,27.0,0.1170046801872075
IND322241AAA,Karauli_HnsChowk_D (Rajasthan),Rajasthan,29,2.8e-05,0.000533,0.0,1,1,14,15,3.805,1.833,0.867,3.834,1.0,0.00012706537967589252,0.867,0.01407035175879397,0.351059225141541,1172,13.0,14.0,27.0,0.1170046801872075
IND361305AAC,Khambhalia_JdswarRD_D (Gujarat),Gujarat,27,1e-06,0.000214,0.3333,1,2,16,11,1.848,1.692,1.0,3.357,1.0,4.538049274139019e-06,1.0,0.01306532663316583,0.403920959404732,394,11.0,16.0,27.0,0.1170046801872075
IND144001AAC,Jalandhar_Sodal Road (Punjab),Punjab,27,0.0,0.000116,1.0,0,2,0,27,3.956,2.333,1.0,0.0,0.0,0.0,1.0,0.01306532663316583,0.40391959798994975,396,27.0,0.0,27.0,0.1170046801872075
IND380006AAB,Ahmedabad_Mithakal_D (Gujarat),Gujarat,27,0.0,0.000116,0.0,0,1,0,27,3.147,3.0,1.0,0.0,0.0,0.0,1.0,0.01306532663316583,0.40391959798994975,398,27.0,0.0,27.0,0.1170046801872075
IND573134AAB,Sakleshpur_RgvdrDPP_D (Karnataka),Karnataka,29,0.002418,0.000701,0.3333,2,2,14,15,2.518,2.455,1.0,2.934,0.857,0.010973003144868147,1.0,0.01407035175879397,0.40751300647109867,123,15.0,12.0,27.0,0.1170046801872075
IND614804AAA,Peravurani_SH71_D (Tamil Nadu),Tamil Nadu,32,1e-06,0.000214,0.0,1,1,16,16,1.958,2.0,0.688,1.541,1.0,4.538049274139019e-06,0.688,0.015577889447236181,0.2798747282489531,1328,11.0,16.0,27.0,0.1170046801872075
IND201301AAL,Dadri_ICDCant_D (Uttar Pradesh),Uttar Pradesh,45,0.00041,0.000332,0.0,2,2,29,16,1.482,1.273,0.625,1.553,0.586,0.0018606002023969976,0.625,0.022110552763819097,0.25719134588986486,1364,10.0,17.0,27.0,0.1170046801872075
IND395006AAA,Surat_Varachha_DC (Gujarat),Gujarat,30,0.0,0.000941,0.0,1,1,27,3,12.203,9.733,1.0,1.975,0.889,0.0,1.0,0.01457286432160804,0.40437185929648245,355,3.0,24.0,27.0,0.1170046801872075
IND573116AAA,Channaraya_patna_D (Karnataka),Karnataka,28,0.002023,0.000547,0.3333,1,3,14,14,1.974,1.623,0.929,2.815,1.0,0.009180473681583236,0.929,0.013567839195979899,0.37842449386326893,1050,13.0,14.0,27.0,0.1170046801872075
IND224141AAB,Gosainganj_Pakrela_D (Uttar Pradesh),Uttar Pradesh,30,0.0,0.000214,0.0,1,1,13,17,4.775,4.5,1.0,2.228,0.769,0.0,1.0,0.01457286432160804,0.40437185929648245,352,17.0,10.0,27.0,0.1170046801872075
IND360530AAB,Jamjodhpur_Court_D (Gujarat),Gujarat,28,8e-06,0.000636,0.0,1,1,13,15,2.866,2.5,1.0,3.084,0.923,3.630439419311215e-05,1.0,0.013567839195979899,0.4040812430770519,382,15.0,12.0,27.0,0.1170046801872075
IND389151AAA,Dahod_DC (Gujarat),Gujarat,32,0.000406,0.000426,0.0,1,1,21,11,2.875,2.9,1.0,2.097,0.762,0.0018424480053004415,1.0,0.015577889447236181,0.405226101235761,257,11.0,16.0,27.0,0.1170046801872075
IND508377AAB,Haliya_PeroorRD_D (Telangana),Telangana,27,0.001208,0.000701,0.0,1,1,15,12,2.507,2.023,1.0,1.89,1.0,0.005481963523159935,1.0,0.01306532663316583,0.40556418704689773,234,12.0,15.0,27.0,0.1170046801872075
IND123401AAB,Rewari_YuktiDPP_D (Haryana),Haryana,26,0.001613,0.000383,0.0,1,2,13,13,3.043,1.818,1.0,2.384,1.0,0.007319873479186238,1.0,0.01256281407035176,0.4059648062648614,197,13.0,13.0,26.0,0.11267117351360721
IND457001AAA,Ratlam_Khjurwli_DC (Madhya Pradesh),Madhya Pradesh,36,0.000404,0.000214,0.3333,1,2,17,19,1.312,1.167,0.474,1.506,1.0,0.0018333719067521635,0.474,0.017587939698492462,0.19542639348157337,1421,9.0,17.0,26.0,0.11267117351360721
IND695572AAB,Kallikkad_Mutyvila_D (Kerala),Kerala,33,0.000409,0.00055,0.6667,3,2,19,14,1.278,1.193,0.5,2.275,1.0,0.0018560621531228587,0.5,0.016080402010050253,0.20538093924895193,1398,7.0,19.0,26.0,0.11267117351360721
IND731224AAA,Rampurhat_SrifoDPP_D (West Bengal),West Bengal,26,0.001617,0.000781,0.0,1,1,15,11,4.874,4.0,1.0,3.916,1.0,0.0073380256762827925,1.0,0.01256281407035176,0.4059702519239904,196,11.0,15.0,26.0,0.11267117351360721
IND425412AAA,Nandurbar_DhuleRd_D (Maharashtra),Maharashtra,29,0.000414,0.000611,0.6667,4,4,15,14,3.063,2.275,0.786,2.149,1.0,0.0018787523994935537,0.786,0.01407035175879397,0.3191847312474863,1269,11.0,15.0,26.0,0.11267117351360721
IND245101AAA,Hapur_Swargash_D (Uttar Pradesh),Uttar Pradesh,33,0.0,0.000994,1.0,2,2,16,17,1.633,1.778,0.588,2.68,1.0,0.0,0.588,0.016080402010050253,0.24002412060301506,1380,10.0,16.0,26.0,0.11267117351360721
IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),Maharashtra,26,0.003212,0.000676,0.0,1,1,14,12,3.126,2.45,1.0,3.021,1.0,0.014576214268534528,1.0,0.01256281407035176,0.4081417085016659,98,12.0,14.0,26.0,0.11267117351360721
IND263645AAA,Ranikhet_Subhash_D (Uttarakhand),Uttarakhand,28,0.001213,0.000647,0.6667,3,2,15,13,3.164,2.039,1.0,1.466,0.867,0.00550465376953063,1.0,0.013567839195979899,0.40572174788965315,222,13.0,13.0,26.0,0.11267117351360721
IND533262AAA,Draksharamam_Anaipeta_D (Andhra Pradesh),Andhra Pradesh,27,0.001211,0.000796,1.0,2,2,15,12,1.981,1.857,1.0,4.406,0.933,0.005495577670982352,1.0,0.01306532663316583,0.40556827129124445,233,12.0,14.0,26.0,0.11267117351360721
IND247554AAA,Deoband_Ramvlg_D (Uttar Pradesh),Uttar Pradesh,26,0.000403,0.000404,0.0,1,2,12,14,1.885,1.667,1.0,7.391,1.0,0.0018288338574780243,1.0,0.01256281407035176,0.40431749437834896,361,14.0,12.0,26.0,0.11267117351360721
IND283122AAB,Kirauli_AchneraRD_D (Uttar Pradesh),Uttar Pradesh,28,0.000404,0.000214,0.0,1,2,18,10,5.667,1.65,0.8,3.715,1.0,0.0018333719067521635,0.8,0.013567839195979899,0.3246203633308197,1246,8.0,18.0,26.0,0.11267117351360721
IND608301AAA,Lalpet_PriyrNGR_D (Tamil Nadu),Tamil Nadu,26,4e-06,0.000454,0.0,1,1,10,16,1.948,1.898,1.0,2.487,1.0,1.8152197096556075e-05,1.0,0.01256281407035176,0.4037742898802345,411,16.0,10.0,26.0,0.11267117351360721
IND246763AAA,Najibabad_KotdwrRD_D (Uttar Pradesh),Uttar Pradesh,26,0.002019,0.000685,0.3333,1,2,12,14,2.328,2.249,1.0,2.132,1.0,0.00916232148448668,1.0,0.01256281407035176,0.4065175406664515,157,14.0,12.0,26.0,0.11267117351360721
IND144040AAA,Nakodar_ChowkDPP_D (Punjab),Punjab,27,0.000806,0.000392,0.6667,2,1,17,10,2.228,2.0,0.9,1.914,1.0,0.0036576677149560487,0.9,0.01306532663316583,0.36501689830443657,1126,9.0,17.0,26.0,0.11267117351360721
IND530043AAA,Visakhapatnam_VislkNgr_DC (Andhra Pradesh),Andhra Pradesh,26,0.000405,0.000538,0.0,1,2,13,13,2.705,1.667,1.0,2.459,1.0,0.0018379099560263024,1.0,0.01256281407035176,0.40432021720791345,359,13.0,13.0,26.0,0.11267117351360721
IND505467AAA,Husnabad_Greenmkt_D (Telangana),Telangana,26,0.000404,0.000201,1.0,1,1,13,13,2.135,2.235,1.0,2.196,1.0,0.0018333719067521635,1.0,0.01256281407035176,0.4043188557931312,360,13.0,13.0,26.0,0.11267117351360721
IND243503AAB,Faridpur_ShjnprRD_D (Uttar Pradesh),Uttar Pradesh,26,0.000403,0.000858,0.6667,3,1,15,11,6.247,2.909,1.0,2.093,1.0,0.0018288338574780243,1.0,0.01256281407035176,0.40431749437834896,362,11.0,15.0,26.0,0.11267117351360721
IND303303AAA,Dausa_IndraCln_D (Rajasthan),Rajasthan,31,2.6e-05,0.00044,0.3333,2,1,15,16,3.05,1.583,0.812,2.607,0.867,0.00011798928112761447,0.812,0.01507537688442211,0.32935800984966496,1233,13.0,13.0,26.0,0.11267117351360721
IND450331AAA,Burhanpur_StRoad_D (Madhya Pradesh),Madhya Pradesh,29,1e-06,0.000828,1.0,1,1,16,13,4.305,3.0,0.923,5.393,0.875,4.538049274139019e-06,0.923,0.01407035175879397,0.3734224669424205,1083,12.0,14.0,26.0,0.11267117351360721
IND508001AAA,Nalgonda_HydRoad_DC (Telangana),Telangana,29,0.002734,0.000546,0.3333,2,1,15,14,1.916,1.429,0.786,1.689,1.0,0.012407026715496077,0.786,0.01407035175879397,0.32234321354228707,1254,11.0,15.0,26.0,0.11267117351360721
IND581303AAA,Karwar_Central_D_1 (Karnataka),Karnataka,27,0.0,0.000505,0.6667,1,2,13,14,2.838,1.917,0.929,2.45,1.0,0.0,0.929,0.01306532663316583,0.37551959798994977,1067,13.0,13.0,26.0,0.11267117351360721
IND508223AAA,Thirumalagiri_Xroad_D (Telangana),Telangana,26,0.000806,0.000581,0.6667,2,1,12,14,2.528,2.0,1.0,1.418,1.0,0.0036576677149560487,1.0,0.01256281407035176,0.40486614453559233,301,14.0,12.0,26.0,0.11267117351360721
IND212402AAA,Phulpur_Shekhpur_D (Uttar Pradesh),Uttar Pradesh,26,0.000806,0.000635,0.0,1,1,13,13,5.218,5.0,1.0,2.794,1.0,0.0036576677149560487,1.0,0.01256281407035176,0.40486614453559233,300,13.0,13.0,26.0,0.11267117351360721
IND322201AAA,Gangapur_Ward6DPP_D (Rajasthan),Rajasthan,29,2.8e-05,0.000568,0.3333,1,2,15,14,3.301,2.5,0.929,3.805,0.867,0.00012706537967589252,0.929,0.01407035175879397,0.375859225141541,1065,13.0,13.0,26.0,0.11267117351360721
IND518422AAB,Atmakur_IndraNgr_D (Andhra Pradesh),Andhra Pradesh,26,0.000808,0.000538,0.0,1,1,12,14,2.135,2.1,1.0,1.992,1.0,0.003666743813504327,1.0,0.01256281407035176,0.4048688673651568,299,14.0,12.0,26.0,0.11267117351360721
IND212501AAA,Soraon_BypassRD_D (Uttar Pradesh),Uttar Pradesh,26,0.000808,0.000611,0.0,1,1,13,13,2.794,2.25,1.0,6.233,1.0,0.003666743813504327,1.0,0.01256281407035176,0.4048688673651568,298,13.0,13.0,26.0,0.11267117351360721
IND141003AAB,Ludhiana_GillChwk_DC (Punjab),Punjab,29,0.0,0.000116,1.0,0,3,0,29,1.657,1.6,0.897,0.0,0.0,0.0,0.897,0.01407035175879397,0.3630211055276382,1133,26.0,0.0,26.0,0.11267117351360721
IND731204AAB,Bolpur_WebelDPP_D (West Bengal),West Bengal,26,0.0,0.000337,1.0,1,1,13,13,2.297,2.429,1.0,3.2,1.0,0.0,1.0,0.01256281407035176,0.40376884422110554,412,13.0,13.0,26.0,0.11267117351360721
IND508207AAB,Miryalguda_Ragvendr_D (Telangana),Telangana,28,0.000547,0.000552,0.3333,3,3,12,16,2.41,2.113,0.938,2.008,0.917,0.002482312952954043,0.938,0.013567839195979899,0.38001504564468014,1039,15.0,11.0,26.0,0.11267117351360721
IND632301AAA,Arani_KrthiKyn_D (Tamil Nadu),Tamil Nadu,26,0.00081,0.000327,0.0,1,2,14,12,2.649,2.229,1.0,2.727,1.0,0.0036758199120526048,1.0,0.01256281407035176,0.4048715901947213,296,12.0,14.0,26.0,0.11267117351360721
IND211011AAA,Allahabad_Central_D_5 (Uttar Pradesh),Uttar Pradesh,26,0.00081,0.000583,0.0,1,1,13,13,6.233,5.333,1.0,4.795,1.0,0.0036758199120526048,1.0,0.01256281407035176,0.4048715901947213,294,13.0,13.0,26.0,0.11267117351360721
IND177033AAA,Nadaun_Ward6_D (Himachal Pradesh),Himachal Pradesh,27,0.000808,0.000298,0.0,1,1,9,18,4.334,1.76,0.944,2.047,1.0,0.003666743813504327,0.944,0.01306532663316583,0.382619621134001,1025,17.0,9.0,26.0,0.11267117351360721
IND000000ACN,Hyderabad_Mhdiptnm_C (Telangana),Telangana,27,0.0,0.000214,0.0,1,1,11,16,2.543,2.071,0.938,2.394,1.0,0.0,0.938,0.01306532663316583,0.3791195979899497,1044,15.0,11.0,26.0,0.11267117351360721
